i,D.I.,A.Y.,I.COV,S,B.R.,S.R.,T.S.,MaxP.($),MinP.($),MedP.($),MeanP.($),P.SD,M.P.SD,MeanPCF,PCFSD,M.PCFSD,Mean P.F.,M.P.FSD
1511,EDDI-2,2018,0.43,0.75,28,29,2.0,5442.26,2.54,251.47,341.95,304.49,246.41,0.32,0.03,0.08,19.23,0.33
1512,EDDI-2,2018,0.43,0.8,28,29,2.0,6270.86,10.0,324.68,434.66,366.52,279.68,0.33,0.03,0.07,22.97,0.35
1513,EDDI-2,2018,0.43,0.85,28,29,2.0,6969.8,16.39,390.82,516.26,420.9,309.04,0.34,0.04,0.07,25.66,0.36
1514,EDDI-2,2018,0.43,0.9,28,29,2.0,7847.9,33.74,492.23,641.02,498.98,346.32,0.34,0.04,0.07,29.89,0.38
1515,EDDI-2,2018,0.43,0.7,28,9,2.0,4804.26,0.0,204.65,282.24,261.33,219.85,0.28,0.04,0.08,16.94,0.32
1516,EDDI-2,2018,0.43,0.75,28,9,2.0,5442.26,2.54,251.47,341.95,304.49,246.41,0.32,0.03,0.08,19.23,0.33
1517,EDDI-2,2018,0.43,0.8,28,9,2.0,6270.86,10.0,324.68,434.66,366.52,279.68,0.33,0.03,0.07,22.97,0.35
1518,EDDI-2,2018,0.43,0.85,28,9,2.0,6969.8,16.39,390.82,516.26,420.9,309.04,0.34,0.04,0.07,25.66,0.36
1519,EDDI-2,2018,0.43,0.9,28,9,2.0,7847.9,33.74,492.23,641.02,498.98,346.32,0.34,0.04,0.07,29.89,0.38
1520,EDDI-3,2017,0.44,0.7,28,69,3.0,2105.98,66.42,505.13,654.85,462.51,56.2,0.33,0.01,0.03,114.19,0.38
1521,EDDI-3,2017,0.44,0.75,28,69,3.0,2588.35,82.94,627.47,813.72,574.42,59.72,0.33,0.01,0.02,133.33,0.39
1522,EDDI-3,2017,0.44,0.8,28,69,3.0,3133.34,101.98,769.97,996.97,703.28,62.88,0.33,0.01,0.02,153.63,0.4
1523,EDDI-3,2017,0.44,0.85,28,69,3.0,3614.51,118.63,892.75,1155.93,815.02,66.06,0.34,0.01,0.02,167.7,0.4
1524,EDDI-3,2017,0.44,0.9,28,69,3.0,4303.65,143.15,1070.84,1385.08,975.76,68.51,0.33,0.01,0.02,189.25,0.41
1525,EDDI-3,2017,0.44,0.7,28,49,3.0,2105.98,66.42,505.13,654.85,462.51,56.2,0.33,0.01,0.03,114.19,0.38
1526,EDDI-3,2017,0.44,0.75,28,49,3.0,2588.35,82.94,627.47,813.72,574.42,59.72,0.33,0.01,0.02,133.33,0.39
1527,EDDI-3,2017,0.44,0.8,28,49,3.0,3133.34,101.98,769.97,996.97,703.28,62.88,0.33,0.01,0.02,153.63,0.4
1528,EDDI-3,2017,0.44,0.85,28,49,3.0,3614.51,118.63,892.75,1155.93,815.02,66.06,0.34,0.01,0.02,167.7,0.4
1529,EDDI-3,2017,0.44,0.9,28,49,3.0,4303.65,143.15,1070.84,1385.08,975.76,68.51,0.33,0.01,0.02,189.25,0.41
1530,EDDI-3,2017,0.44,0.7,28,29,3.0,2307.58,37.08,435.92,556.21,397.89,131.33,0.32,0.01,0.03,78.73,0.48
1531,EDDI-3,2017,0.44,0.75,28,29,3.0,2816.71,48.96,544.86,695.58,494.2,144.83,0.33,0.01,0.03,92.9,0.49
1532,EDDI-3,2017,0.44,0.8,28,29,3.0,3394.16,65.07,669.28,857.92,605.96,157.74,0.33,0.01,0.03,108.07,0.5
1533,EDDI-3,2017,0.44,0.85,28,29,3.0,3868.0,77.2,777.99,999.22,703.26,169.16,0.33,0.01,0.03,118.81,0.5
1534,EDDI-3,2017,0.44,0.9,28,29,3.0,4507.0,97.18,936.14,1205.91,844.65,180.55,0.33,0.01,0.03,135.63,0.5
1535,EDDI-3,2017,0.44,0.7,28,9,3.0,6268.2,0.0,196.95,273.33,294.55,216.01,0.29,0.04,0.08,15.62,0.29
1536,EDDI-3,2017,0.44,0.75,28,9,3.0,7278.88,0.0,258.83,348.61,351.65,247.64,0.31,0.04,0.07,18.88,0.31
1537,EDDI-3,2017,0.44,0.8,28,9,3.0,8323.05,7.29,336.66,439.53,416.38,280.57,0.32,0.04,0.07,22.52,0.33
1538,EDDI-3,2017,0.44,0.85,28,9,3.0,9206.12,22.85,405.71,520.03,473.59,309.79,0.34,0.04,0.07,25.16,0.34
1539,EDDI-3,2017,0.44,0.9,28,9,3.0,10282.29,43.11,512.42,643.19,554.62,346.9,0.34,0.04,0.07,29.36,0.36
1540,EDDI-3,2018,0.44,0.7,28,69,3.0,4843.33,0.0,182.71,263.97,269.1,207.36,0.29,0.04,0.08,15.62,0.29
1541,EDDI-3,2018,0.44,0.75,28,69,3.0,5624.26,0.0,239.44,337.41,321.69,237.52,0.31,0.04,0.07,18.88,0.31
1542,EDDI-3,2018,0.44,0.8,28,69,3.0,6438.05,7.22,312.16,426.02,381.41,268.59,0.32,0.04,0.07,22.52,0.33
1543,EDDI-3,2018,0.44,0.85,28,69,3.0,7151.78,12.76,377.4,504.37,434.2,296.03,0.34,0.04,0.07,25.16,0.34
1544,EDDI-3,2018,0.44,0.9,28,69,3.0,8026.25,27.14,478.36,624.26,509.13,330.36,0.34,0.04,0.07,29.36,0.36
1545,EDDI-3,2018,0.44,0.7,28,49,3.0,4843.33,0.0,182.71,263.97,269.1,207.36,0.29,0.04,0.08,15.62,0.29
1546,EDDI-3,2018,0.44,0.75,28,49,3.0,5624.26,0.0,239.44,337.41,321.69,237.52,0.31,0.04,0.07,18.88,0.31
1547,EDDI-3,2018,0.44,0.8,28,49,3.0,6438.05,7.22,312.16,426.02,381.41,268.59,0.32,0.04,0.07,22.52,0.33
1548,EDDI-3,2018,0.44,0.85,28,49,3.0,7151.78,12.76,377.4,504.37,434.2,296.03,0.34,0.04,0.07,25.16,0.34
1549,EDDI-3,2018,0.44,0.9,28,49,3.0,8026.25,27.14,478.36,624.26,509.13,330.36,0.34,0.04,0.07,29.36,0.36
1550,EDDI-3,2018,0.44,0.7,28,29,3.0,4843.33,0.0,182.71,263.97,269.1,207.36,0.29,0.04,0.08,15.62,0.29
1551,EDDI-3,2018,0.44,0.75,28,29,3.0,5624.26,0.0,239.44,337.41,321.69,237.52,0.31,0.04,0.07,18.88,0.31
1552,EDDI-3,2018,0.44,0.8,28,29,3.0,6438.05,7.22,312.16,426.02,381.41,268.59,0.32,0.04,0.07,22.52,0.33
1553,EDDI-3,2018,0.44,0.85,28,29,3.0,7151.78,12.76,377.4,504.37,434.2,296.03,0.34,0.04,0.07,25.16,0.34
1554,EDDI-3,2018,0.44,0.9,28,29,3.0,8026.25,27.14,478.36,624.26,509.13,330.36,0.34,0.04,0.07,29.36,0.36
1555,EDDI-3,2018,0.44,0.7,28,9,3.0,4843.33,0.0,182.71,263.97,269.1,207.36,0.29,0.04,0.08,15.62,0.29
1556,EDDI-3,2018,0.44,0.75,28,9,3.0,5624.26,0.0,239.44,337.41,321.69,237.52,0.31,0.04,0.07,18.88,0.31
1557,EDDI-3,2018,0.44,0.8,28,9,3.0,6438.05,7.22,312.16,426.02,381.41,268.59,0.32,0.04,0.07,22.52,0.33
1558,EDDI-3,2018,0.44,0.85,28,9,3.0,7151.78,12.76,377.4,504.37,434.2,296.03,0.34,0.04,0.07,25.16,0.34
1559,EDDI-3,2018,0.44,0.9,28,9,3.0,8026.25,27.14,478.36,624.26,509.13,330.36,0.34,0.04,0.07,29.36,0.36
1560,EDDI-6,2017,0.45,0.7,28,69,6.0,2226.01,76.16,553.84,710.88,500.44,29.19,0.33,0.01,0.02,0.0,0.31
1561,EDDI-6,2017,0.45,0.75,28,69,6.0,2730.53,93.69,680.86,873.05,614.92,30.15,0.34,0.01,0.02,0.0,0.33
1562,EDDI-6,2017,0.45,0.8,28,69,6.0,3167.54,108.98,793.14,1015.3,715.23,31.53,0.35,0.01,0.02,0.0,0.33
1563,EDDI-6,2017,0.45,0.85,28,69,6.0,3782.07,130.6,954.64,1219.73,859.06,32.77,0.34,0.01,0.01,0.0,0.33
1564,EDDI-6,2017,0.45,0.9,28,69,6.0,4485.21,156.37,1134.86,1449.02,1019.88,34.33,0.34,0.01,0.01,0.0,0.34
1565,EDDI-6,2017,0.45,0.7,28,49,6.0,2226.01,76.16,553.84,710.88,500.44,29.19,0.33,0.01,0.02,0.0,0.31
1566,EDDI-6,2017,0.45,0.75,28,49,6.0,2730.53,93.69,680.86,873.05,614.92,30.15,0.34,0.01,0.02,0.0,0.33
1567,EDDI-6,2017,0.45,0.8,28,49,6.0,3167.54,108.98,793.14,1015.3,715.23,31.53,0.35,0.01,0.02,0.0,0.33
1568,EDDI-6,2017,0.45,0.85,28,49,6.0,3782.07,130.6,954.64,1219.73,859.06,32.77,0.34,0.01,0.01,0.0,0.33
1569,EDDI-6,2017,0.45,0.9,28,49,6.0,4485.21,156.37,1134.86,1449.02,1019.88,34.33,0.34,0.01,0.01,0.0,0.34
1570,EDDI-6,2017,0.45,0.7,28,29,6.0,2564.66,26.92,467.61,595.26,430.17,114.28,0.32,0.02,0.03,0.0,0.39
1571,EDDI-6,2017,0.45,0.75,28,29,6.0,3094.96,39.73,576.49,736.14,528.01,124.62,0.33,0.02,0.03,0.0,0.4
1572,EDDI-6,2017,0.45,0.8,28,29,6.0,3555.13,52.83,673.39,860.21,614.15,133.87,0.34,0.01,0.02,0.0,0.4
1573,EDDI-6,2017,0.45,0.85,28,29,6.0,4186.38,73.56,811.77,1041.03,738.35,143.2,0.34,0.01,0.02,0.0,0.41
1574,EDDI-6,2017,0.45,0.9,28,29,6.0,4877.57,92.8,970.21,1245.94,878.26,152.25,0.33,0.02,0.02,0.0,0.42
1575,EDDI-6,2017,0.45,0.7,28,9,6.0,6925.16,0.0,123.57,212.31,317.71,145.9,0.28,0.05,0.07,13.69,0.24
1576,EDDI-6,2017,0.45,0.75,28,9,6.0,7926.41,0.0,177.53,275.28,374.72,170.17,0.3,0.04,0.06,16.83,0.26
1577,EDDI-6,2017,0.45,0.8,28,9,6.0,8812.69,0.0,225.46,331.82,425.01,190.89,0.33,0.05,0.06,19.08,0.27
1578,EDDI-6,2017,0.45,0.85,28,9,6.0,9957.26,0.0,304.48,420.05,493.31,217.22,0.34,0.05,0.06,22.67,0.28
1579,EDDI-6,2017,0.45,0.9,28,9,6.0,11117.48,0.0,399.24,524.8,568.14,244.36,0.33,0.05,0.06,26.51,0.3
1580,EDDI-6,2018,0.45,0.7,28,69,6.0,5597.31,0.0,120.96,207.03,296.56,142.92,0.28,0.05,0.07,13.69,0.24
1581,EDDI-6,2018,0.45,0.75,28,69,6.0,6440.67,0.0,171.79,268.54,349.54,166.27,0.3,0.04,0.06,16.83,0.26
1582,EDDI-6,2018,0.45,0.8,28,69,6.0,7170.62,0.0,217.45,323.81,396.57,186.1,0.33,0.05,0.06,19.08,0.27
1583,EDDI-6,2018,0.45,0.85,28,69,6.0,8061.91,0.0,291.76,410.08,460.73,210.98,0.34,0.05,0.06,22.67,0.28
1584,EDDI-6,2018,0.45,0.9,28,69,6.0,8960.37,0.0,378.7,512.35,531.11,236.41,0.33,0.05,0.06,26.51,0.3
1585,EDDI-6,2018,0.45,0.7,28,49,6.0,5597.31,0.0,120.96,207.03,296.56,142.92,0.28,0.05,0.07,13.69,0.24
1586,EDDI-6,2018,0.45,0.75,28,49,6.0,6440.67,0.0,171.79,268.54,349.54,166.27,0.3,0.04,0.06,16.83,0.26
1587,EDDI-6,2018,0.45,0.8,28,49,6.0,7170.62,0.0,217.45,323.81,396.57,186.1,0.33,0.05,0.06,19.08,0.27
1588,EDDI-6,2018,0.45,0.85,28,49,6.0,8061.91,0.0,291.76,410.08,460.73,210.98,0.34,0.05,0.06,22.67,0.28
1589,EDDI-6,2018,0.45,0.9,28,49,6.0,8960.37,0.0,378.7,512.35,531.11,236.41,0.33,0.05,0.06,26.51,0.3
1590,EDDI-6,2018,0.45,0.7,28,29,6.0,5597.31,0.0,120.96,207.03,296.56,142.92,0.28,0.05,0.07,13.69,0.24
1591,EDDI-6,2018,0.45,0.75,28,29,6.0,6440.67,0.0,171.79,268.54,349.54,166.27,0.3,0.04,0.06,16.83,0.26
1592,EDDI-6,2018,0.45,0.8,28,29,6.0,7170.62,0.0,217.45,323.81,396.57,186.1,0.33,0.05,0.06,19.08,0.27
1593,EDDI-6,2018,0.45,0.85,28,29,6.0,8061.91,0.0,291.76,410.08,460.73,210.98,0.34,0.05,0.06,22.67,0.28
1594,EDDI-6,2018,0.45,0.9,28,29,6.0,8960.37,0.0,378.7,512.35,531.11,236.41,0.33,0.05,0.06,26.51,0.3
1595,EDDI-6,2018,0.45,0.7,28,9,6.0,5597.31,0.0,120.96,207.03,296.56,142.92,0.28,0.05,0.07,13.69,0.24
1596,EDDI-6,2018,0.45,0.75,28,9,6.0,6440.67,0.0,171.79,268.54,349.54,166.27,0.3,0.04,0.06,16.83,0.26
1597,EDDI-6,2018,0.45,0.8,28,9,6.0,7170.62,0.0,217.45,323.81,396.57,186.1,0.33,0.05,0.06,19.08,0.27
1598,EDDI-6,2018,0.45,0.85,28,9,6.0,8061.91,0.0,291.76,410.08,460.73,210.98,0.34,0.05,0.06,22.67,0.28
1599,EDDI-6,2018,0.45,0.9,28,9,6.0,8960.37,0.0,378.7,512.35,531.11,236.41,0.33,0.05,0.06,26.51,0.3
1600,SPI-1,2017,0.23,0.7,28,69,1.0,1145.36,26.79,248.34,316.52,216.86,63.08,0.23,0.01,0.02,215.65,1.04
1601,SPI-1,2017,0.23,0.75,28,69,1.0,1476.46,37.25,328.56,420.77,287.9,71.96,0.23,0.01,0.02,256.21,1.06
1602,SPI-1,2017,0.23,0.8,28,69,1.0,1720.65,44.89,387.17,496.38,339.66,78.97,0.23,0.01,0.02,277.5,1.08
1603,SPI-1,2017,0.23,0.85,28,69,1.0,2163.24,58.56,495.17,636.77,436.25,88.36,0.22,0.01,0.02,321.37,1.1
1604,SPI-1,2017,0.23,0.9,28,69,1.0,2485.25,68.44,571.62,736.36,504.94,95.78,0.21,0.01,0.01,343.87,1.1
1605,SPI-1,2017,0.23,0.7,28,49,1.0,1073.31,22.5,228.44,298.91,207.06,81.62,0.23,0.01,0.02,146.27,0.93
1606,SPI-1,2017,0.23,0.75,28,49,1.0,1404.58,30.72,305.17,398.46,275.82,94.65,0.23,0.01,0.02,174.28,0.97
1607,SPI-1,2017,0.23,0.8,28,49,1.0,1650.35,36.87,361.15,470.68,325.87,104.77,0.24,0.01,0.02,189.05,0.99
1608,SPI-1,2017,0.23,0.85,28,49,1.0,2096.87,49.04,465.54,605.32,419.52,119.28,0.22,0.01,0.02,219.61,1.03
1609,SPI-1,2017,0.23,0.9,28,49,1.0,2413.92,57.86,539.36,700.84,486.03,130.43,0.22,0.01,0.02,235.34,1.04
1610,SPI-1,2017,0.23,0.7,28,29,1.0,1176.48,21.06,237.71,301.79,207.48,104.43,0.23,0.01,0.03,90.12,0.75
1611,SPI-1,2017,0.23,0.75,28,29,1.0,1517.78,29.82,318.2,402.43,275.83,120.64,0.23,0.01,0.03,107.12,0.78
1612,SPI-1,2017,0.23,0.8,28,29,1.0,1765.73,36.14,376.52,475.38,325.65,133.16,0.24,0.01,0.03,116.05,0.8
1613,SPI-1,2017,0.23,0.85,28,29,1.0,2202.77,48.71,483.59,611.24,418.72,150.56,0.22,0.01,0.03,134.41,0.83
1614,SPI-1,2017,0.23,0.9,28,29,1.0,2511.59,57.55,557.68,707.51,484.83,163.97,0.22,0.01,0.03,143.85,0.84
1615,SPI-1,2017,0.23,0.7,28,9,1.0,1275.6,26.18,250.3,305.84,206.62,184.63,0.23,0.02,0.05,30.49,0.44
1616,SPI-1,2017,0.23,0.75,28,9,1.0,1668.51,34.95,334.46,404.22,270.75,216.33,0.23,0.02,0.05,35.97,0.46
1617,SPI-1,2017,0.23,0.8,28,9,1.0,1957.26,41.95,395.71,475.79,317.95,240.45,0.24,0.02,0.05,38.85,0.47
1618,SPI-1,2017,0.23,0.85,28,9,1.0,2484.1,55.59,507.35,608.31,405.85,275.45,0.23,0.02,0.05,44.81,0.49
1619,SPI-1,2017,0.23,0.9,28,9,1.0,2847.5,65.55,586.74,702.52,468.77,301.82,0.23,0.02,0.05,47.85,0.49
1620,SPI-1,2018,0.23,0.7,28,69,1.0,1242.17,22.24,264.1,306.01,196.09,182.75,0.23,0.02,0.05,30.49,0.44
1621,SPI-1,2018,0.23,0.75,28,69,1.0,1534.56,32.82,349.31,403.42,254.56,213.88,0.23,0.02,0.05,35.97,0.46
1622,SPI-1,2018,0.23,0.8,28,69,1.0,1754.22,40.7,411.28,474.35,297.82,237.61,0.24,0.02,0.05,38.85,0.47
1623,SPI-1,2018,0.23,0.85,28,69,1.0,2131.65,57.27,527.2,605.41,377.83,272.02,0.23,0.02,0.05,44.81,0.49
1624,SPI-1,2018,0.23,0.9,28,69,1.0,2405.1,68.97,608.61,698.67,435.34,298.01,0.23,0.02,0.05,47.85,0.49
1625,SPI-1,2018,0.23,0.7,28,49,1.0,1242.17,22.24,264.1,306.01,196.09,182.75,0.23,0.02,0.05,30.49,0.44
1626,SPI-1,2018,0.23,0.75,28,49,1.0,1534.56,32.82,349.31,403.42,254.56,213.88,0.23,0.02,0.05,35.97,0.46
1627,SPI-1,2018,0.23,0.8,28,49,1.0,1754.22,40.7,411.28,474.35,297.82,237.61,0.24,0.02,0.05,38.85,0.47
1628,SPI-1,2018,0.23,0.85,28,49,1.0,2131.65,57.27,527.2,605.41,377.83,272.02,0.23,0.02,0.05,44.81,0.49
1629,SPI-1,2018,0.23,0.9,28,49,1.0,2405.1,68.97,608.61,698.67,435.34,298.01,0.23,0.02,0.05,47.85,0.49
1630,SPI-1,2018,0.23,0.7,28,29,1.0,1242.17,22.24,264.1,306.01,196.09,182.75,0.23,0.02,0.05,30.49,0.44
1631,SPI-1,2018,0.23,0.75,28,29,1.0,1534.56,32.82,349.31,403.42,254.56,213.88,0.23,0.02,0.05,35.97,0.46
1632,SPI-1,2018,0.23,0.8,28,29,1.0,1754.22,40.7,411.28,474.35,297.82,237.61,0.24,0.02,0.05,38.85,0.47
1633,SPI-1,2018,0.23,0.85,28,29,1.0,2131.65,57.27,527.2,605.41,377.83,272.02,0.23,0.02,0.05,44.81,0.49
1634,SPI-1,2018,0.23,0.9,28,29,1.0,2405.1,68.97,608.61,698.67,435.34,298.01,0.23,0.02,0.05,47.85,0.49
1635,SPI-1,2018,0.23,0.7,28,9,1.0,1242.17,22.24,264.1,306.01,196.09,182.75,0.23,0.02,0.05,30.49,0.44
1636,SPI-1,2018,0.23,0.75,28,9,1.0,1534.56,32.82,349.31,403.42,254.56,213.88,0.23,0.02,0.05,35.97,0.46
1637,SPI-1,2018,0.23,0.8,28,9,1.0,1754.22,40.7,411.28,474.35,297.82,237.61,0.24,0.02,0.05,38.85,0.47
1638,SPI-1,2018,0.23,0.85,28,9,1.0,2131.65,57.27,527.2,605.41,377.83,272.02,0.23,0.02,0.05,44.81,0.49
1639,SPI-1,2018,0.23,0.9,28,9,1.0,2405.1,68.97,608.61,698.67,435.34,298.01,0.23,0.02,0.05,47.85,0.49
1640,SPI-2,2017,0.2,0.7,28,69,2.0,1356.69,30.77,298.39,384.66,266.27,62.98,0.25,0.01,0.02,228.53,0.97
1641,SPI-2,2017,0.2,0.75,28,69,2.0,1590.53,37.48,352.5,454.6,314.23,69.8,0.27,0.01,0.02,247.19,0.99
1642,SPI-2,2017,0.2,0.8,28,69,2.0,2010.87,49.94,451.71,582.47,402.11,79.15,0.26,0.01,0.02,285.81,1.01
1643,SPI-2,2017,0.2,0.85,28,69,2.0,2486.77,64.51,566.42,731.98,505.35,88.62,0.25,0.01,0.02,325.64,1.02
1644,SPI-2,2017,0.2,0.9,28,69,2.0,2827.35,74.75,647.79,838.44,579.07,96.05,0.24,0.01,0.01,345.8,1.03
1645,SPI-2,2017,0.2,0.7,28,49,2.0,1340.75,23.38,272.42,359.35,252.5,83.84,0.26,0.01,0.02,153.73,0.89
1646,SPI-2,2017,0.2,0.75,28,49,2.0,1576.15,28.98,322.88,425.33,298.34,93.53,0.28,0.01,0.02,166.61,0.91
1647,SPI-2,2017,0.2,0.8,28,49,2.0,2005.76,39.82,415.52,546.6,382.63,107.5,0.27,0.01,0.02,193.35,0.94
1648,SPI-2,2017,0.2,0.85,28,49,2.0,2485.53,52.93,523.11,688.81,481.69,122.19,0.26,0.01,0.02,221.0,0.97
1649,SPI-2,2017,0.2,0.9,28,49,2.0,2823.37,62.19,600.42,790.03,552.32,133.49,0.25,0.01,0.02,235.07,0.98
1650,SPI-2,2017,0.2,0.7,28,29,2.0,1508.47,22.96,283.8,363.63,255.21,113.37,0.25,0.01,0.03,94.71,0.73
1651,SPI-2,2017,0.2,0.75,28,29,2.0,1745.99,28.47,337.11,430.24,300.99,125.75,0.28,0.02,0.03,102.51,0.74
1652,SPI-2,2017,0.2,0.8,28,29,2.0,2153.57,39.08,434.13,552.42,384.69,142.77,0.27,0.01,0.03,118.67,0.77
1653,SPI-2,2017,0.2,0.85,28,29,2.0,2624.18,52.01,546.41,695.44,482.74,160.2,0.26,0.01,0.03,135.31,0.79
1654,SPI-2,2017,0.2,0.9,28,29,2.0,2959.54,61.34,625.98,797.2,552.69,173.84,0.25,0.01,0.03,143.72,0.8
1655,SPI-2,2017,0.2,0.7,28,9,2.0,1666.14,26.16,290.33,359.16,245.2,197.34,0.26,0.02,0.06,31.51,0.43
1656,SPI-2,2017,0.2,0.75,28,9,2.0,1946.04,32.75,344.57,423.46,287.85,220.2,0.28,0.03,0.06,33.99,0.44
1657,SPI-2,2017,0.2,0.8,28,9,2.0,2440.16,44.92,443.67,540.6,365.47,253.34,0.28,0.03,0.06,39.12,0.46
1658,SPI-2,2017,0.2,0.85,28,9,2.0,3019.53,59.58,558.95,677.62,456.98,288.2,0.27,0.03,0.05,44.39,0.47
1659,SPI-2,2017,0.2,0.9,28,9,2.0,3414.92,70.02,640.64,775.43,522.67,314.87,0.26,0.03,0.05,47.06,0.48
1660,SPI-2,2018,0.2,0.7,28,69,2.0,1361.23,24.13,305.52,358.95,230.53,194.74,0.26,0.02,0.06,31.51,0.43
1661,SPI-2,2018,0.2,0.75,28,69,2.0,1566.15,31.15,361.71,422.59,269.08,217.14,0.28,0.03,0.06,33.99,0.44
1662,SPI-2,2018,0.2,0.8,28,69,2.0,1912.47,46.01,462.63,538.17,338.42,249.61,0.28,0.03,0.06,39.12,0.46
1663,SPI-2,2018,0.2,0.85,28,69,2.0,2332.65,58.13,583.06,673.31,420.29,283.93,0.27,0.03,0.05,44.39,0.47
1664,SPI-2,2018,0.2,0.9,28,69,2.0,2632.31,66.55,665.84,769.94,479.56,310.26,0.26,0.03,0.05,47.06,0.48
1665,SPI-2,2018,0.2,0.7,28,49,2.0,1361.23,24.13,305.52,358.95,230.53,194.74,0.26,0.02,0.06,31.51,0.43
1666,SPI-2,2018,0.2,0.75,28,49,2.0,1566.15,31.15,361.71,422.59,269.08,217.14,0.28,0.03,0.06,33.99,0.44
1667,SPI-2,2018,0.2,0.8,28,49,2.0,1912.47,46.01,462.63,538.17,338.42,249.61,0.28,0.03,0.06,39.12,0.46
1668,SPI-2,2018,0.2,0.85,28,49,2.0,2332.65,58.13,583.06,673.31,420.29,283.93,0.27,0.03,0.05,44.39,0.47
1669,SPI-2,2018,0.2,0.9,28,49,2.0,2632.31,66.55,665.84,769.94,479.56,310.26,0.26,0.03,0.05,47.06,0.48
1670,SPI-2,2018,0.2,0.7,28,29,2.0,1361.23,24.13,305.52,358.95,230.53,194.74,0.26,0.02,0.06,31.51,0.43
1671,SPI-2,2018,0.2,0.75,28,29,2.0,1566.15,31.15,361.71,422.59,269.08,217.14,0.28,0.03,0.06,33.99,0.44
1672,SPI-2,2018,0.2,0.8,28,29,2.0,1912.47,46.01,462.63,538.17,338.42,249.61,0.28,0.03,0.06,39.12,0.46
1673,SPI-2,2018,0.2,0.85,28,29,2.0,2332.65,58.13,583.06,673.31,420.29,283.93,0.27,0.03,0.05,44.39,0.47
1674,SPI-2,2018,0.2,0.9,28,29,2.0,2632.31,66.55,665.84,769.94,479.56,310.26,0.26,0.03,0.05,47.06,0.48
1675,SPI-2,2018,0.2,0.7,28,9,2.0,1361.23,24.13,305.52,358.95,230.53,194.74,0.26,0.02,0.06,31.51,0.43
1676,SPI-2,2018,0.2,0.75,28,9,2.0,1566.15,31.15,361.71,422.59,269.08,217.14,0.28,0.03,0.06,33.99,0.44
1677,SPI-2,2018,0.2,0.8,28,9,2.0,1912.47,46.01,462.63,538.17,338.42,249.61,0.28,0.03,0.06,39.12,0.46
1678,SPI-2,2018,0.2,0.85,28,9,2.0,2332.65,58.13,583.06,673.31,420.29,283.93,0.27,0.03,0.05,44.39,0.47
1679,SPI-2,2018,0.2,0.9,28,9,2.0,2632.31,66.55,665.84,769.94,479.56,310.26,0.26,0.03,0.05,47.06,0.48
1680,SPI-3,2017,0.19,0.7,28,69,3.0,1233.01,26.21,266.03,347.36,242.18,54.27,0.27,0.01,0.02,215.33,0.91
1681,SPI-3,2017,0.19,0.75,28,69,3.0,1606.28,36.31,352.56,457.48,317.98,62.25,0.27,0.01,0.02,253.66,0.94
1682,SPI-3,2017,0.19,0.8,28,69,3.0,2043.05,48.7,455.34,588.72,408.68,70.47,0.26,0.01,0.01,293.78,0.96
1683,SPI-3,2017,0.19,0.85,28,69,3.0,2355.29,57.55,527.79,682.73,473.84,76.89,0.25,0.01,0.01,314.28,0.96
1684,SPI-3,2017,0.19,0.9,28,69,3.0,2905.98,73.97,658.33,851.44,591.08,85.37,0.23,0.01,0.01,355.64,0.97
1685,SPI-3,2017,0.19,0.7,28,49,3.0,1269.33,18.01,241.85,321.23,227.81,73.63,0.28,0.01,0.02,143.17,0.82
1686,SPI-3,2017,0.19,0.75,28,49,3.0,1661.81,26.23,320.8,424.1,299.38,85.88,0.28,0.01,0.02,169.36,0.86
1687,SPI-3,2017,0.19,0.8,28,49,3.0,2104.87,36.97,415.39,547.23,385.15,98.91,0.26,0.01,0.02,197.05,0.89
1688,SPI-3,2017,0.19,0.85,28,49,3.0,2422.97,44.7,482.96,635.5,446.78,108.88,0.26,0.01,0.02,211.27,0.9
1689,SPI-3,2017,0.19,0.9,28,49,3.0,2978.71,59.64,606.27,794.82,557.9,123.08,0.24,0.01,0.02,240.25,0.92
1690,SPI-3,2017,0.19,0.7,28,29,3.0,1460.61,17.26,251.86,325.48,231.34,100.12,0.27,0.02,0.03,88.62,0.67
1691,SPI-3,2017,0.19,0.75,28,29,3.0,1831.72,25.48,335.67,429.57,303.36,115.85,0.27,0.02,0.03,104.49,0.71
1692,SPI-3,2017,0.19,0.8,28,29,3.0,2246.81,36.05,435.05,553.82,389.21,131.91,0.26,0.02,0.03,121.18,0.73
1693,SPI-3,2017,0.19,0.85,28,29,3.0,2543.53,43.79,505.8,642.8,450.82,144.21,0.26,0.01,0.03,129.71,0.74
1694,SPI-3,2017,0.19,0.9,28,29,3.0,3049.8,58.83,630.9,802.93,561.15,160.6,0.24,0.01,0.03,146.95,0.76
1695,SPI-3,2017,0.19,0.7,28,9,3.0,1539.34,21.41,253.72,309.96,212.43,172.01,0.28,0.03,0.06,28.99,0.4
1696,SPI-3,2017,0.19,0.75,28,9,3.0,1962.98,31.66,335.17,407.28,277.25,201.15,0.28,0.03,0.06,33.94,0.42
1697,SPI-3,2017,0.19,0.8,28,9,3.0,2467.8,44.51,431.52,523.38,354.77,232.08,0.27,0.03,0.05,39.13,0.44
1698,SPI-3,2017,0.19,0.85,28,9,3.0,2842.18,53.63,501.75,606.68,410.66,255.68,0.27,0.03,0.05,41.81,0.45
